"Month","Date","Year","NAME","ADDL.CO.INFO","GeoAddress","City","State","lon","lat"
7,26,2001,"K-9",NA," 1219 GREEN OAK LOOP, EUNICE, LA 70535","EUNICE","LA",-92.430123,30.5465472
1,30,2002,"(B6)","KISSIMMEE POLICE DEPARTMENT","K-9 UNIT, 8 N. STEWART AVENUE, KISSIMMEE, FL 34741","KISSIMMEE","FL",-81.4084664,28.2924146
7,5,2001,"VALDOSTA POLICE DEPARTMENT",NA,"500 N. TOOMBS STREET, VALDOSTA, GA 31601","VALDOSTA","GA",-83.2831657,30.8347483
1,3,2002,"U OF M,DEPT OF PLANT BIOLOGY","(B6)","823 BIOLOGICAL SCIENCES, 1445 GORTNER AVENUE, SAINT PAUL, MN 55108","SAINT PAUL","MN",-93.1824423,44.9848194
5,22,2001,"STILLWATER POLICE DEPARTMENT","(B6)","723 S LEWIS, STILLWATER, OK 74074","STILLWATER","OK",-97.0566318,36.1140342
7,25,2001,"NEW BERLIN POLICE DEPARTMENT","(B6)","16300 WEST NATIONAL AVE, NEW BERLIN, WI 53151","NEW BERLIN","WI",-88.1179601,42.9706801
6,25,2001,"BURLINGTON CITY POLICE DEPT",NA,"K-9 UNIT, 525 HIGH STREET, BURLINGTON, NJ 8016","BURLINGTON","NJ",-74.8560737,40.0744323
6,25,2001,"CLERMONT COUNTY SHERIFF'S OFFICE","(B6)-K9 SUPERVISOR","4470 STATE ROUTE 222, BATAVIA, OH 45103","BATAVIA","OH",-84.188145,39.0934334
8,13,2001,"EXETER TWP POLICE DEPARTMENT","ATTN: K-9 UNIT","4975 DEMOSS ROAD, READING, PA 19606","READING","PA",-75.8544639,40.306327
7,24,2001,"US BORDER PATROL","K-9 UNIT","US BORDER PATROL, 1800 N.E. 7TH AVENUE, DANIA BEACH, FL 33004","DANIA BEACH","FL",-80.130757,26.072061
6,14,2001,"(B6)",NA,"BACHBETT KENNELS, W3595 LARSON ROAD, MINDORO, WI 54644","MINDORO","WI",-91.0896956,43.9890769
7,3,2001,"CITY OF PRINCETON POLICE DEPT",NA,"CHIEF, 605 ELM PLACE, PRINCETON, IL 61356","PRINCETON","IL",-89.4563613,41.3842363
6,5,2001,"SWITZERLAND COUNTY","SHERIFF'S DEPARTMENT","ATTN: , 405 LIBERTY STREET, VEVAY, IN 47043","VEVAY","IN",-85.0692412,38.7478482
2,8,2002,"(B6)","UNITED STATES K-9 UNLIMITED, INC.","10919 ODILON ROAD, KAPLAN, LA 70548","KAPLAN","LA",-92.2420861,29.9915689
6,7,2001,"NAPPANEE POLICE DEPARTMENT","ATTN: K-9 UNIT","301 W. LINCOLN ST., NAPPANEE, IN 46550","NAPPANEE","IN",-86.003848,41.4416733
7,6,2001,"(B6)","LIEUTENANT / K-9 HANDLER","820 MERCER STREET, CHERRY HILL, NJ 8002","CHERRY HILL","NJ",-75.0298247,39.9268357
8,6,2001,"US DEPT OF VETERAN AFFAIRS","ATTN: K-9 UNIT","POLICE, 3001 GREENBAY ROAD, NORTH CHICAGO, IL 60064","NORTH CHICAGO","IL",-87.8574308,42.3271524
8,27,2001,"US DEPT OF THE INTERIOR","FISH & WILDLIFE SERVICE","OFFICER , POB 2176, 7376 SOUTH WOLFSEN ROAD, LOS BANOS, CA 93635","LOS BANOS","CA",-120.8137588,37.1593161
8,22,2001,"BOONE POLICE DEPARTMENT","ATTN: B6","1500 BLOWING ROCK ROAD, BOONE, NC 28607","BOONE","NC",-81.6625144,36.2010182
8,27,2001,"ADDISON POLICE DEPARTMENT",NA,"ATTN: K-9 OFFICER, 4799 AIRPORT PKWY, ADDISON, TX 75001","ADDISON","TX",-96.8303877,32.9666185
6,17,2002,"ACCOMACK COUNTY SHERIFF","ACCOMACK COUNTY SHERIFF'S OFFICE","23323 WISE COURT, PO BOX 149, ACCOMAC, VA 23301","ACCOMAC","VA",-75.670517,37.7199274
9,6,2001,"CENTRAL ALABAMA POLICE K-9","TRAINING CENTER"," 11298 COUNTY RD 42, JEMISON, AL 35085","JEMISON","AL",-86.7099802,32.9728021
8,16,2001,"GOOSE CREEK POLICE DEPT",NA," 519 N GOOSE CREEK BLVD, GOOSE CREEK, SC 29445","GOOSE CREEK","SC",-80.0358999,33.0282752
5,6,2002,"DRUG & LABORATORY DISPOSAL INC","DRUG & LABORATORY DISPOSAL, INC.","331 BROAD STREET, PLAINWELL, MI 49080","PLAINWELL","MI",-85.6341964,42.4464662
1,15,2002,"(B6)","(B6)"," FLATONIA, TX 78941, MOULTON, TX 77975","MOULTON","TX",-97.1395288,29.5872876
10,2,2001,"(B6)","ALL STATES K-9 PATROL/DRUG DET","BUS: 1309 WEST AVE, MAIL: PO BOX 985 FUL, CA 92833, FULLERTON, CA 92833","FULLERTON","CA",-117.9659037,33.8749591
12,10,2001,"EAGLE COUNTY SHERIFFS OFFICE","B6, K-9 HANDLER","885 E CHAMBERS AVENUE, BOX 359, EAGLE, CO 81631","EAGLE","CO",-106.7942405,39.666374
11,2,2001,"VICTORY K-9 TRAINING",NA," 3642 BRICK CHURCH ROAD, BURLINGTON, NC 27215","BURLINGTON","NC",-79.558908,36.01119
1,9,2002,"ARIZONA DEPT OF CORRECTIONS","SAFFORD CANINE UNIT","896 S COOK ROAD, SAFFORD, AZ 85546","SAFFORD","AZ",-109.565446,32.830916
12,12,2001,"TOWN STRATFORD POLICE DEPT","ATTN: CAPT (B6)","900 LONGBROOK AVENUE, STRATFORD, CT 6614","STRATFORD","CT",-73.1290105,41.2007619
8,30,2002,"(B6)",NA,"APHIOS CORPORATION, 3-E GILL STREET, WOBURN, MA 1801","WOBURN","MA",NA,NA
5,24,2006,"NATIONAL DRUG SEARCH",NA,"7452 CYPRESS BEND MANOR, VERO BEACH, FL 32966","VERO BEACH","FL",-80.776571,27.7263394
2,14,2002,"MSD PIKE TOWNSHIP POLICE",NA,"6901 ZIONSVILLE ROAD, INDIANAPOLIS, IN 46268","INDIANAPOLIS","IN",-86.258052,39.877815
2,5,2002,"DPT LAKEWOOD, LLC",NA,"1200 PACO WAY, LAKEWOOD, NJ 8701","LAKEWOOD","NJ",-74.1870054,40.0547362
11,22,2002,"DORCHESTER COUNTY SHERIFFS","OFFICE"," 829 FIELDCREST ROAD, CAMBRIDGE, MD 21613","CAMBRIDGE","MD",-76.05871,38.547519
1,23,2003,"HONOLULU POLICE DEPARTMENT","NARCOTICS VICE NVAD K-9","300 RODGERS BLVD., RM 31, HONOLULU, HI 96819","HONOLULU","HI",-157.9197382,21.3319917
1,23,2003,"(B6)","LASALLE PARISH SHERIFF DEPT.","P.O. BOX 70, FIRST AND COURTHOUSE, JENA, LA 71342","JENA","LA",-92.1330227,31.6850955
5,16,2002,"(B6)",NA,"D.A.T.F. DISTRICT # 1, 319 NORTH MAIN, GUYMON, OK 73942","GUYMON","OK",-0.4907945,38.3460627
4,8,2002,"(B6)","ATTN: (B6)"," , EAGAN, MN 55123","EAGAN","MN",-93.1277854,44.7984858
5,22,2002,"DORCHESTER COUNTY SHERIFF'S OFFICE (K9 UNIT)","(B6)","212 DEMING WAY, PO BOX 9, SUMMERVILLE, SC 29483","SUMMERVILLE","SC",-80.2111743,33.0425583
7,29,2002,"MUSCOGEE COUNTY SHERIFF'S","OFFICE/ ATTN; (B6)","P.O. BOX 1338, 100 10TH STREET, 4TH FLOOR, COLUMBUS, GA 31902","COLUMBUS","GA",-84.9945669,32.4647901
4,15,2002,"SPRINGFIELD POLICE DEPT",NA,"321 E. CHESTNUT EXP., SPRINGFIELD, MO 65802","SPRINGFIELD","MO",-93.2902714,37.2160416
6,7,2002,"BLUFFTON POLICE DEPARTMENT",NA," 204 E. MARKET STREET, BLUFFTON, IN 46714","BLUFFTON","IN",-85.169828,40.739409
6,5,2002,"UNITED STATES BORDER PATROL","LAREDO SECTOR","K9 UNIT, 11119 MCPHERSON AVE, LAREDO, TX 78045","LAREDO","TX",-99.4807569,27.5960373
5,3,2002,"CLAY COUNTY SHERIFFS OFFICE",NA,"ATTN: CANINE UNIT (K-9), 1836 BLANDING BLVD.,, MIDDLEBURG, FL 32068","MIDDLEBURG","FL",-81.8324653,30.1031587
6,14,2002,"OVERLAND PARK POLICE DEPT","K-9 UNIT (OFFICER (B6))","12400 FOSTER, OVERLAND PARK, KS 66213","OVERLAND PARK","KS",-94.673028,38.9036595
5,22,2002,"(B6)",NA,"DAVIS POLICE DEPARTMENT, 227 EAST MAIN, DAVIS, OK 73030","DAVIS","OK",-97.1194637,34.5045317
6,11,2002,"CONWAY POLICE DEPARTMENT K-9 UNIT","(B6)","200 LAUREL STREET, CONWAY, SC 29526","CONWAY","SC",-79.0463523,33.8339838
11,19,2002,"PONTIAC POLICE DEPARTMENT",NA,"ATTN: CHIEF , 413 NORTH MILL STREET, PONTIAC, IL 61764","PONTIAC","IL",-88.629811,40.8812664
8,19,2002,"VICTORIA POLICE DEPARTMENT","K-9 UNIT","306 S. BRIDGE, PO BOX 631, VICTORIA, TX 77902","VICTORIA","TX",-97.0077125,28.7972985
9,19,2002,"CONCORD POLICE DEPARTMENT K-9",NA,"1350 GALINDO STREET, CONCORD, CA 94520","CONCORD","CA",-122.0316974,37.9708606
10,31,2002,"MCKEESPORT POLICE DEPARTMENT",NA,"201 LYSLE BLVD, MCKEESPORT, PA 15132","MCKEESPORT","PA",-79.8664286,40.3516084
10,11,2002,"CITY OF CASSELBERRY","POLICE DEPARTMENT","K-9 UNIT, 4195 SOUTH U.S. HIGHWAY 17-92, CASSELBERRY, FL 32707","CASSELBERRY","FL",-81.3377949,28.6724712
9,25,2002,"INTERQUEST DETECTION CANINES","INTERQUEST DETECTION CANINES","LOS ANGELES REGIONAL OFFICE, 1990 LORAIN ROAD, SAN MARINO, CA 91108","SAN MARINO","CA",-118.109626,34.114453
8,21,2002,"MARINETTE COUNTY SHERIFF DEPT",NA,"2161 UNIVERSITY DRIVE, MARINETTE, WI 54143","MARINETTE","WI",-87.6362643,45.069772
8,6,2002,"GRATIOT COUNTY SHERIFF'S OFC",NA,"226 E. CENTER STREET, ITHACA, MI 48847","ITHACA","MI",-84.6043792,43.2916429
9,3,2003,"SOUTH EUCLID POLICE DEPT",NA," 1349 SOUTH GREEN ROAD, SOUTH EUCLID, OH 44121","SOUTH EUCLID","OH",-81.5186002,41.5232159
10,10,2002,"USAF ACADEMY MWD SECTION","ATTN: K-9 UNIT","8025 SECURITY DR, 10 SFS/S3D (HW USAFA/SF), USAF ACADEMY, CO 80840","USAF ACADEMY","CO",-104.8617533,38.9983573
10,8,2002,"SUMTER SHERIFF'S OFFICE K-9 UNIT","(B6), SHERIFF","1285 NORTH MAIN STREET, SUMTER, SC 29150","SUMTER","SC",-80.3435198,33.8905785
8,22,2002,"IOWA DEPARTMENT OF CORRECTIONS",NA," 406 N HIGH STREET, ANAMOSA, IA 52205","ANAMOSA","IA",-91.291243,42.1113641
9,30,2002,"UNION COUNTY",NA,"3344 PRESSON ROAD, MONROE, NC 28112","MONROE","NC",-80.4655339,34.9778176
8,12,2002,"BLADEN COUNTY SHERIFF'S DEPT","K-9 DEPUTY (B6)","201 EAST KING ST, ELIZABETHTOWN, NC 28337","ELIZABETHTOWN","NC",-78.6051775,34.6274688
9,30,2002,"NORTH LAS VEGAS POLICE DEPT SWAT",NA,"3828 OCTAGON ROAD, NORTH LAS VEGAS, NV 89030","NORTH LAS VEGAS","NV",-115.100295,36.229928
9,27,2002,"PLYMOUTH POLICE DEPARTMENT","ATTN: K-9 UNIT","215 WEST WASHINGTON STREET, PLYMOUTH, IN 46563","PLYMOUTH","IN",-86.3113738,41.3412577
3,20,2003,"WINCHESTER POLICE DEPARTMENT","ATTN: K-9 UNIT","231 EAST PICCADILLY ST, SUITE 310, WINCHESTER, VA 22601","WINCHESTER","VA",-78.161128,39.184807
11,22,2002,"LAMB COUNTY SHERIFF'S OFFICE",NA,"K-9 HANDLER, 1200 E WAYLON JENNINGS BLVD., LITTLEFIELD, TX 79339","LITTLEFIELD","TX",-102.3204564,33.9174049
11,25,2002,"EGG HARBOR TWP POLICE DEPT","ATTN: K-9 UNIT","3515 BARGAINTOWN ROAD, EGG HARBOR TWP, NJ 8234","EGG HARBOR TWP","NJ",-74.5821461,39.3617873
1,6,2003,"MT MORRIS TOWNSHIP POLICE DEPARTMENT",NA," 5447 BICENTENNIAL PARKWAY, MOUNT MORRIS, MI 48458","MOUNT MORRIS","MI",-83.740982,43.085805
5,12,2003,"BROOMFIELD POLICE DEPARTMENT",NA,"ATTN:-CANINE UNIT, 7 DESCOMBES DRIVE, BROOMFIELD, CO 80020","BROOMFIELD","CO",-105.068264,39.920512
5,14,2003,"UNION COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT","SHERIFF  , 103 SOUTH 2ND STREET, LEWISBURG, PA 17837","LEWISBURG","PA",-76.8824919,40.9634
3,3,2003,"MARION COUNTY SHERIFF'S DEPT",NA," SHERIFF, 2715 EAST HIGHWAY 76, MULLINS, SC 29574","MULLINS","SC",-79.32527,34.1888254
10,8,2003,"(B6)","DEPARTMENT OF VETERANS AFFAIRS","NORTH CALIFORNIA HEALTH CARE S, (119) 10535 HOSPITAL WAY, MATHER, CA 95655","MATHER","CA",-121.2783728,38.5434594
1,13,2003,"BENZIE COUNTY SHERIFF'S DEPARTMENT","SERGEANT (B6)","505 SOUTH MICHIGAN, BEULAH, MI 49617","BEULAH","MI",-86.0930937,44.6244654
12,18,2002,"TOLONO POLICE DEPARTMENT",NA,"507 W STRONG, PO BOX 667, TOLONO, IL 61880","TOLONO","IL",-88.2682264,39.9846704
1,28,2003,"902D  SECURITY FORCES SQUADRON",NA,"925 3RD STREET WEST, JBSA RANDOLPH, TX 78150","JBSA RANDOLPH","TX",-98.2864642,29.5354616
3,3,2003,"TOWN OF MILLTOWN POLICE DEPT",NA," POLICE CHIEF, 212 HANCOCK STREET, MILLTOWN, IN 47145","MILLTOWN","IN",-86.277507,38.341448
1,28,2003,"MCALLEN TEXAS POLICE DEPT",NA,"PO BOX 220, 1601 BICENTENNIAL BLVD., MCALLEN, TX 78501","MCALLEN","TX",-98.2410499,26.1912685
2,20,2003,"GARRETT POLICE DEPARTMENT",NA,"200 N COWEN STREET, GARRETT, IN 46738","GARRETT","IN",-85.137243,41.35127
12,4,2002,"PAULDING COUNTY SHERIFFS OFC",NA,"247 INDUSTRIAL WAY NORTH, K -9 DIVISION, DALLAS, GA 30132","DALLAS","GA",-84.8413056,33.9244531
2,26,2003,"WOOD COUNTY","ATTN: K-9 UNIT","400 MARKET STREET, WISCONSIN RAPIDS, WI 54495","WISCONSIN RAPIDS","WI",-89.82111,44.392541
7,18,2003,"PANAMA CITY POLICE DEPARTMENT","ATTN: K-9 UNIT","1209 EAST 15TH STREET, PANAMA CITY, FL 32405","PANAMA CITY","FL",-85.6412037,30.176493
2,12,2003,"SHELBY POLICE DEPARTMENT",NA,"POST OFFICE BOX 207, 311 SOUTH LAFAYETTE STREET, SHELBY, NC 28150","SHELBY","NC",-81.5400661,35.2889595
10,15,2003,"(B6)","LAFOLLETTE K-9 TRAINING CENTER","4085 N FARM ROAD 249, STRAFFORD, MO 65757","STRAFFORD","MO",-93.08208,37.265343
8,21,2003,"VEOLIA ES TECHNICAL SOLUTIONS, L.L.C.","VEOLIA ES TECHNICAL SOLUTIONS, L.L.C.","W124 N9451 BOUNDARY ROAD, MENOMONEE FALLS, WI 53051","MENOMONEE FALLS","WI",-88.0639569,43.174487
9,17,2003,"EAST CAROLINA UNIV (B6)",NA,"DEPT PHARMACOLOGY & TOX, 600 MOYE BLVD, GREENVILLE, NC 27834","GREENVILLE","NC",-9.0627811,53.2788388
6,9,2003,"DAWSON COUNTY SHERIFF'S OFFICE",NA,"19 TUCKER AVE, DAWSONVILLE, GA 30534","DAWSONVILLE","GA",-84.1199806,34.4223806
4,29,2003,"FOX CHAPEL BOROUGH POLICE",NA,"K-9 UNIT, , 401 FOX CHAPEL ROAD, PITTSBURGH, PA 15238","PITTSBURGH","PA",-79.8831072,40.4880095
9,23,2003,"(B6)","PRIVATE CANINE TRAINER","6760 SYPES CANYON ROAD, BOZEMAN, MT 59715","BOZEMAN","MT",-111.045964,45.747279
4,7,2003,"MERIDIAN POLICE DEPARTMENT","(B6)","1401 E WATERTOWER STREET, MERIDIAN, ID 83642","MERIDIAN","ID",-116.3768922,43.5999988
4,16,2003,"TETON COUNTY SHERIFF'S OFFICE","ATTN: (B6), PATROL DEPUTY, K-9 HANDLER","180 SOUTH KING STREET, P. O. BOX 1885, JACKSON, WY 83001","JACKSON","WY",-110.7606245,43.4776503
8,4,2003,"CAVE SPRINGS POLICE DEPT",NA,"134 N. MAIN STREET, P.O. BOX 65, CAVE SPRINGS, AR 72718","CAVE SPRINGS","AR",-94.2320394,36.264552
3,26,2003,"SEMINOLE COUNTY SHERIFF'S OFC",NA,"K-9 UNIT, SPEC. OPERATIONS, 100 BUSH BLVD., SANFORD, FL 32773","SANFORD","FL",-81.2944476,28.748144
3,20,2003,"KENTON COUNTY POLICE DEPT",NA,"11777 MADISON PIKE, INDEPENDENCE, KY 41051","INDEPENDENCE","KY",-84.5454742,38.9103929
4,4,2003,"USDA FOREST SERVICE","LAW ENFORCEMENT"," 1700 BYPASS ROAD, WINCHESTER, KY 40391","WINCHESTER","KY",-84.2137039,37.9937746
4,2,2003,"GLOUCESTER TOWNSHIP POLICE",NA," 1261 CHEWSLANDING ROAD, LAUREL SPRINGS, NJ 8021","LAUREL SPRINGS","NJ",-75.0422606,39.8225351
3,14,2003,"BULLARD POLICE DEPARTMENT",NA,"114 S. PHILLIPS, P.O. BOX 109, BULLARD, TX 75757","BULLARD","TX",-95.3213571,32.1385853
4,23,2003,"ROSWELL POLICE DEPARTMENT",NA," 39 HILL STREET, ROSWELL, GA 30075","ROSWELL","GA",-84.3596383,34.02119
5,27,2003,"HUB CITY CANINE CONSULTANT",NA,"362 LYNN RAY ROAD, PETAL, MS 39465","PETAL","MS",-89.245114,31.383362
5,13,2003,"FALCO ENTERPRISES INC",NA,"615 N BERRY STREET, SUITE F, BREA, CA 92821","BREA","CA",-117.9071672,33.9284985
6,9,2003,"COMMANDING OFFICER",NA,"NAVAL STATION MAYPORT SECURITY CANINE, P.O. BOX 280024, JACKSONVILLE, FL 32228","JACKSONVILLE","FL",-81.3935372,30.2583839
5,20,2003,"WASHINGTON POLICE DEPARTMENT",NA,"101 N.E. 3RD STREET, WASHINGTON, IN 47501","WASHINGTON","IN",-87.1723483,38.657771
12,9,2003,"CANTON POLICE DEPARTMENT",NA,"2 N. MAIN STREET, CANTON, IL 61520","CANTON","IL",-90.0350569,40.5557828
6,18,2003,"VENANGO CO PROBATION DEPT","K9-UNIT","VENANGO COUNTY PRISON, 1186 ELK STREET, FRANKLIN, PA 16323","FRANKLIN","PA",-79.8305822,41.4002137
4,24,2003,"DUMAS POLICE DEPARTMENT",NA,"124 E. 7TH, DUMAS, TX 79029","DUMAS","TX",-101.9722832,35.8589746
10,6,2003,"K-9 SEARCH ON SITE",NA,"1002 FLOYD CULLER COURT, P.O. BOX 4277, OAK RIDGE, TN 37830","OAK RIDGE","TN",-84.228778,35.977029
5,16,2003,"PINELLAS COUNTY",NA,"CANINE UNIT, 10750 ULMERTON ROAD, LARGO, FL 33778","LARGO","FL",-82.7890491,27.8939684
12,11,2003,"COAST TO COAST K-9 INC",NA,"2800 LINCOLN WAY, WHITE OAK, PA 15131","WHITE OAK","PA",-79.7837302,40.323486
4,16,2003,"MOUNTAIN HOME POLICE DEPT",NA,"2775 EAST 8TH NORTH, MOUNTAIN HOME, ID 83647","MOUNTAIN HOME","ID",-115.6694505,43.1376757
5,2,2003,"WHEELING POLICE DEPARTMENT",NA,"K-9 DIVISION, 1500 CHAPLINE STREET, WHEELING, WV 26003","WHEELING","WV",-80.720508,40.064749
5,13,2003,"ST CHARLES POLICE DEPARTMENT","ST. CHARLES POLICE DEPARTMENT","211 N. RIVERSIDE AVE, ST CHARLES, IL 60174","ST CHARLES","IL",-88.3129339,41.9154158
3,19,2004,"SD STATE PENITENTIARY","MIKE DURFEE STATE PRISON"," - K-9 HANDLER, 1412 WOOD STREET, SPRINGFIELD, SD 57062","SPRINGFIELD","SD",-97.9017194,42.8614017
9,18,2003,"OLMSTED CO/ROCHESTER K9 UNIT",NA,"101 4TH STREET, S.E., ROCHESTER, MN 55904","ROCHESTER","MN",-92.4605197,44.0201304
6,3,2003,"MT VERNON POLICE DEPARTMENT",NA,"211 NORTH TENTH, MOUNT VERNON, IL 62864","MOUNT VERNON","IL",-88.9042244,38.3192149
6,9,2004,"AUSTELL POLICE DEPARTMENT","K9 HANDLER","2721 JOE JERKINS BLVD., AUSTELL, GA 30106","AUSTELL","GA",-84.6330882,33.8140936
7,24,2003,"HSM CONSULTING","(B6)","P. O. BOX 814722, 4740 N 36 COURT, HOLLYWOOD, FL 33021","HOLLYWOOD","FL",-80.192339,26.04269
7,2,2003,"COVINGTON POLICE DEPARTMENT",NA," 1143 OAK STREET, COVINGTON, GA 30014","COVINGTON","GA",-83.8212325,33.5263954
6,12,2003,"DEWITT TOWNSHIP POLICE DEPT",NA,"1401 W HERBISON ROAD, DEWITT, MI 48820","DEWITT","MI",-84.5533581,42.8270718
7,25,2003,"WHITE PIGEON POLICE DEPARTMENT","ATTN: K-9 UNIT","103 S KALAMAZOO STREET, P.O. BOX 621, WHITE PIGEON, MI 49099","WHITE PIGEON","MI",-85.6430544,41.7976576
7,11,2003,"SPRING BRANCH ISD POLICE DEPT",NA,"9009 RULAND, HOUSTON, TX 77055","HOUSTON","TX",-95.5107422,29.7983498
9,12,2003,"METRO DADE K-9 SERVICES",NA,"17950 S.W. 168TH STREET, MIAMI, FL 33187","MIAMI","FL",-80.484176,25.607827
10,17,2003,"ONEIDA COUNTY SHERIFF'S DEPT",NA,"6065 JUDD ROAD, ORISKANY, NY 13424","ORISKANY","NY",-75.3767286,43.1559399
10,28,2003,"LEBANON BUREAU OF POLICE",NA,"LEBANON MUNICIPAL BLDG., 400 SOUTH 8TH STREET, LEBANON, PA 17042","LEBANON","PA",-76.4232858,40.3330339
12,1,2003,"MYRTLE BEACH POLICE DEPARTMENT K-9 UNIT","CHIEF (B6)","LIMITED TO OFFICIAL COUNTY DUTIES ONLY, 3340 MUSTANG STREET, MYRTLE BEACH, SC 29577","MYRTLE BEACH","SC",-78.9359944,33.6690257
10,23,2003,"CRAIG POLICE DEPARTMENT",NA," K-9 HANDLER, 800 WEST FIRST STREET, CRAIG, CO 81625","CRAIG","CO",-107.5588467,40.5067722
2,19,2004,"MARYLAND TRANSPORTATION AUTHORITY POLICE","K-9 UNIT","4330 BROENING HIGHWAY, ATTN: 1ST SERGEANT , DUNDALK, MD 21222","DUNDALK","MD",-76.4910093,39.2632524
12,11,2003,"SECURITY DEPARTMENT",NA,"NAVAL AIR STATION, P.O. BOX 31, JACKSONVILLE, FL 32212","JACKSONVILLE","FL",-81.6747295,30.2114525
11,14,2003,"INTERNATIONAL CANINE COLLEGE","ATTN: (B6)","4062 LEO LANE, RIVIERA BEACH, FL 33410","RIVIERA BEACH","FL",-80.100124,26.7917618
10,9,2003,"COMMERCE CITY POLICE DEPT",NA,"K-9, 7887 E. 60TH AVE, COMMERCE CITY, CO 80022","COMMERCE CITY","CO",-104.8968251,39.8064428
10,28,2003,"DEER PARK POLICE DEPARTMENT",NA,"2911 CENTER STREET, DEER PARK, TX 77536","DEER PARK","TX",-95.1227178,29.6866199
9,4,2003,"DANE COUNTY SHERIFF'S OFFICE","K-9 UNIT","CHIEF TRAINER,, 4000 INTERNATIONAL LN, MADISON, WI 53704","MADISON","WI",-89.3471953,43.1365035
9,4,2003,"(B6)",NA,"NAVAJO COUNTY SHERRIFF OFFICE, 137 W ARIZONA ST, HOLBROOK, AZ 86025","HOLBROOK","AZ",-110.1592255,34.9025113
1,13,2004,"PECOS COUNTY SHERIFF'S DEPT","SGT (B6)","612 SOUTH HWY 349, PO BOX 272, SHEFFIELD, TX 79781","SHEFFIELD","TX",-101.8254286,30.6880178
11,24,2003,"U S DEPARTMENT VETERAN","AFFAIRS POLICE","10701 EAST BLVD, CLEVELAND, OH 44106","CLEVELAND","OH",-81.6137097,41.5134777
10,3,2003,"(B6)","DELAWARE RIVER & BAY AUTHORITY","PO BOX 827, SANDMAN AND LINCOLN BLVDS., N CAPE MAY, NJ 8204","N CAPE MAY","NJ",-74.9168384,38.9668048
11,3,2003,"GAINESVILLE POLICE DEPARTMENT",NA,"701 QUEEN CITY PARKWAY, GAINESVILLE, GA 30501","GAINESVILLE","GA",-83.8271045,34.2921905
10,23,2003,"ROBINSON POLICE DEPT",NA,"P.O. BOX 188, 300 S. LINCOLN, ROBINSON, IL 62454","ROBINSON","IL",-87.7371249,39.0030725
11,21,2003,"ORMOND BEACH POLICE DEPT",NA,"170 W. GRANADA BLVD., ORMOND BEACH, FL 32174","ORMOND BEACH","FL",-81.0607423,29.282971
10,14,2003,"MONROE POLICE DEPARTMENT","K9 OFFICER (B6)","K9 OFFICER , 7 FAN HILL ROAD, MONROE, CT 6468","MONROE","CT",NA,NA
2,19,2004,"ALBANY MOLECULAR RESEARCH INC,.",NA,"21 CORPORATE CIRCLE, ALBANY, NY 12203","ALBANY","NY",-73.8756847,42.7039732
12,24,2003,"BROKEN ARROW POLICE DEPARTMENT","(B6)","1101 N. 6TH STREET, BROKEN ARROW, OK 74012","BROKEN ARROW","OK",-95.7814217,36.0628782
3,26,2004,"(B6)",NA," , TITUSVILLE, FL 32796","TITUSVILLE","FL",-80.8433145,28.6311026
1,9,2004,"EL PASO IND SCH DIST POLICE","ATTN: K-9 UNIT","6531 BOEING, BUILDING B, EL PASO, TX 79925","EL PASO","TX",-106.3985331,31.7924265
12,16,2003,"OWEN COUNTY SHERIFF'S DEPT",NA,"102 NORTH MADISON STREET, OWENTON, KY 40359","OWENTON","KY",-84.8376962,38.5364997
11,24,2004,"(B6)","INSTITUTE OF LIVING-HARTFORD HOSPITAL","WHITEHALL BUILDING, 200 RETREAT AVE RM 207, HARTFORD, CT 6106","HARTFORD","CT",NA,NA
11,26,2003,"WEST HARTFORD POLICE K9 UNIT",NA,"103 RAYMOND RD, WEST HARTFORD, CT 6107","WEST HARTFORD","CT",-72.7395669,41.758852
2,6,2004,"VILLAGE OF PLAINFIELD",NA,"DEPARTMENT OF POLICE, 14300 S. COIL PLUS DRIVE, PLAINFIELD, IL 60544","PLAINFIELD","IL",-88.2175631,41.6212319
3,8,2004,"US D O I","(B6)","10113 W. US 27, MAYO, FL 32066","MAYO","FL",-83.334466,30.127662
1,5,2004,"CENTRAL STATE PRISON K-9 UNIT",NA,"4600 FULTON MILL ROAD, MACON, GA 31208","MACON","GA",-83.7551858,32.7784484
12,4,2003,"WELD COUNTY SHERIFF'S OFFICE",NA," K9 LIEUTENANT, 1950 O STREET, GREELEY, CO 80631","GREELEY","CO",-104.7091322,40.4233142
4,28,2004,"MCALLEN INDEPENDENT SCHOOL","DISTRICT - POLICE DEPARTMENT","OFFICER , 2000 N. 23RD STREET, MCALLEN, TX 78501","MCALLEN","TX",-98.2416874,26.2236051
12,30,2003,"LOUDOUN COUNTY",NA,"ATTN: OFC , 803 SYCOLIN ROAD S.E., LEESBURG, VA 20175","LEESBURG","VA",-77.5534545,39.082397
11,20,2003,"NEWPORT NEW POLICE DEPARTMENT","ATTN: (B6)","100 CITY FARM ROAD, NEWPORT NEWS, VA 23602","NEWPORT NEWS","VA",-76.531477,37.0846725
2,2,2004,"ALABAMA DEPT OF CORRECTIONS","LIMESTONE CORRECTIONAL FAC.","ATTN: K-9, 28779 NICK DAVIS ROAD, HARVEST, AL 35749","HARVEST","AL",-86.8183832,34.8028426
